ID, ElapsedTime
75b2352b-dc38-44bd-b74d-bdfabe4eb3db, 0.8592889308929443
9d00be79-fa9a-44ff-a6e9-a88c820a08f1, 0.02174520492553711
03b676e2-be89-4c80-be30-5d06665d9b7a, 0.01745772361755371
5baa7e34-b517-45e8-812f-d9e9e9b5e5eb, 0.02213597297668457
755967ce-378e-44e6-ac81-ff08a1627df3, 0.03125882148742676
67d410a5-f622-4ad9-94a2-087a618bd606, 0.02957630157470703
d6d4f784-7b79-4840-a5fd-80eb5e6924f0, 0.022916078567504883
5e2ccd22-a2f7-46fb-9d13-d1dff0bed36b, 0.020593881607055664
e8906dd6-c63a-4d86-a2e6-0e10c866028a, 0.0293581485748291
abf0a663-bc7a-4d6e-bb49-3ac78603e2a1, 0.03229546546936035
3fb701fd-e03a-46ad-97b0-8f0ea333f404, 0.028859376907348633
e83c9c92-ccb4-4212-93e7-502e784d0f24, 0.03184771537780762
00ed98b4-5c0a-4a34-b617-2cdfb37c2ab7, 0.03714489936828613
c0eab8d2-153d-47db-80ac-b17a68165243, 0.03518104553222656
24eb9533-d36f-41ff-b48a-301f0cf63cae, 0.03526186943054199
a88737e7-beb6-4f35-9a9d-ec3a34bca5be, 0.0352323055267334
4441162a-0c40-4dfe-ab49-e8f507f264ac, 0.03773021697998047
485cf2ff-2c89-40d1-a29d-fbe6f0f3edf7, 0.03501391410827637
8a076447-1c82-490c-941c-03819decb6de, 0.03637361526489258
95b4fce6-d40a-41e8-afd9-6cb3ee871a58, 0.030467748641967773
150dff01-202c-4a6f-afb6-a113aa404f6b, 0.027260541915893555
4b21b4a4-3b84-40d9-a2a7-86691c250801, 0.031661033630371094
6b672161-4b84-4852-b268-58dc3e7bdd32, 0.031041383743286133
f9fc0721-6f74-4921-ab32-3f887d4c1e84, 0.03273725509643555
b98aa5e5-8386-41d7-b407-f1904f0ec784, 0.027475595474243164
835b2cb4-e26b-4d29-8b94-b54e6e304cd5, 0.0248262882232666
b5aa7cc8-f414-4222-b9ed-2b0470ec5674, 0.02253246307373047
59647c5c-7752-4a05-ad91-7a34a31ad00e, 0.0319209098815918
e3ae9c95-6d11-4e4c-bf5f-c9601f7de6e7, 0.01752495765686035
be4d25a3-3b27-48de-bacd-ed48ecd551a8, 0.01693892478942871
27c2b804-d919-4d3a-8829-ad105a3e01ea, 0.01567244529724121
ca755d6c-abc5-4635-ab45-54004c61c486, 0.021451711654663086
36590f99-de28-4eec-b6c4-7a9de359817b, 0.01562190055847168
